GAMMA.DIST;Returns the gamma distribution;ГАММА.РАСП;Возвращает гамма-распределение.;GAMMA.DIST;;;
GAMMA.INV;Returns the inverse of the gamma cumulative distribution;ГАММА.ОБР;Возвращает обратное значение интегрального гамма-распределения.;GAMMA.INV;;;
GAMMADIST;Returns the gamma distribution;ГАММАРАСП;Возвращает гамма-распределение.;;;;
GAMMAINV;Returns the inverse of the gamma cumulative distribution;ГАММАОБР;Возвращает обратное значение интегрального гамма-распределения.;;;;
GAMMALN;Returns the natural logarithm of the gamma function, Γ(x);ГАММАНЛОГ;Возвращает натуральный логарифм гамма-функции, Γ(x).;GAMMALN;;;
GAMMALN.PRECISE;Returns the natural logarithm of the gamma function, Γ(x);ГАММАНЛОГ.ТОЧН;Возвращает натуральный логарифм гамма-функции, Γ(x).;GAMMALN.PRECISE;;;
GAUSS;Returns 0.5 less than the standard normal cumulative distribution;ГАУСС;Возвращает значение на 0,5 меньше стандартного нормального распределения.;GAUSS;;;
GCD;Returns the greatest common divisor;НОД;Возвращает наибольший общий делитель.;GCD;;;
GEOMEAN;Returns the geometric mean;СРГЕОМ;Возвращает среднее геометрическое.;GEOMEAN;;;
GESTEP;Tests whether a number is greater than a threshold value;ПОРОГ;Проверяет, не превышает ли данное число пороговое значение.;GESTEP;;;
GETPIVOTDATA;Returns data stored in a PivotTable report;ПОЛУЧИТЬ.ДАННЫЕ.СВОДНОЙ.ТАБЛИЦЫ;Возвращает данные, хранящиеся в отчете сводной таблицы.;;;;
GROWTH;Returns values along an exponential trend;РОСТ;Возвращает значения в соответствии с экспоненциальным трендом.;GROWTH;;;
HARMEAN;Returns the harmonic mean;СРГАРМ;Возвращает среднее гармоническое.;HARMEAN;;;
HEX2BIN;Converts a hexadecimal number to binary;ШЕСТН.В.ДВ;Преобразует шестнадцатеричное число в двоичное.;HEX2BIN;;;
HEX2DEC;Converts a hexadecimal number to decimal;ШЕСТН.В.ДЕС;Преобразует шестнадцатеричное число в десятичное.;HEX2DEC;;;
HEX2OCT;Converts a hexadecimal number to octal;ШЕСТН.В.ВОСЬМ;Преобразует шестнадцатеричное число в восьмеричное.;HEX2OCT;;;
HLOOKUP;Looks in the top row of an array and returns the value of the indicated cell;ГПР;Выполняет поиск в первой строке массива и возвращает значение указанной ячейки.;HLOOKUP;;;
HOUR;Converts a serial number to an hour;ЧАС;Преобразует дату в числовом формате в часы.;HOUR;;;
HYPERLINK;Creates a shortcut or jump that opens a document stored on a network server, an intranet, or the Internet;ГИПЕРССЫЛКА;Создает ссылку, открывающую документ, который находится на сервере сети, в интрасети или в Интернете.;;;;
HYPGEOM.DIST;Returns the hypergeometric distribution;ГИПЕРГЕОМ.РАСП;Возвращает гипергеометрическое распределение.;HYPGEOM.DIST;;;
HYPGEOMDIST;Returns the hypergeometric distribution;ГИПЕРГЕОМЕТ;Возвращает гипергеометрическое распределение.;;;;
IF;Specifies a logical test to perform;ЕСЛИ;Выполняет проверку условия.;IF;;;
IFERROR;"Returns a value you specify if a formula evaluates to an error; otherwise, returns the result of the formula";ЕСЛИОШИБКА;"Возвращает введенное значение, если вычисление по формуле вызывает ошибку; в противном случае возвращает результат вычисления.";IFERROR;;;
IFNA;Returns the value you specify if the expression resolves to #N/A, otherwise returns the result of the expression;ЕСНД;Возвращает значение, которое задается, если выражение принимает значение #Н/Д. В противном случае возвращает результат выражения.;IFNA;;;
IFS;Checks whether one or more conditions are met and returns a value that corresponds to the first TRUE condition.;УСЛОВИЯ;Проверяет соответствие одному или нескольким условиям и возвращает значение для первого условия, принимающего значение ИСТИНА.;IFS;;;
IMABS;Returns the absolute value (modulus) of a complex number;МНИМ.ABS;Возвращает абсолютную величину (модуль) комплексного числа.;IMABS;;;
IMAGINARY;Returns the imaginary coefficient of a complex number;МНИМ.ЧАСТЬ;Возвращает коэффициент при мнимой части комплексного числа.;IMAGINARY;;;
IMARGUMENT;Returns the argument theta, an angle expressed in radians;МНИМ.АРГУМЕНТ;Возвращает значение аргумента комплексного числа (тета) — угол, выраженный в радианах.;IMARGUMENT,;;;
IMCONJUGATE;Returns the complex conjugate of a complex number;МНИМ.СОПРЯЖ;Возвращает комплексно-сопряженное комплексного числа.;IMCONJUGATE;;;
IMCOS;Returns the cosine of a complex number;МНИМ.COS;Возвращает косинус комплексного числа.;IMCOS;;;
IMCOSH;Returns the hyperbolic cosine of a complex number;МНИМ.COSH;Возвращает гиперболический косинус комплексного числа.;IMCOSH;;;
IMCOT;Returns the cotangent of a complex number;МНИМ.COT;Возвращает котангенс комплексного числа.;IMCOT;;;
IMCSC;Returns the cosecant of a complex number;МНИМ.CSC;Возвращает косеканс комплексного числа.;IMCSC;;;
IMCSCH;Returns the hyperbolic cosecant of a complex number;МНИМ.CSCH;Возвращает гиперболический косеканс комплексного числа.;IMCSCH;;;
IMDIV;Returns the quotient of two complex numbers;МНИМ.ДЕЛ;Возвращает частное от деления двух комплексных чисел.;IMDIV;;;
IMEXP;Returns the exponential of a complex number;МНИМ.EXP;Возвращает экспоненту комплексного числа.;IMEXP;;;
IMLN;Returns the natural logarithm of a complex number;МНИМ.LN;Возвращает натуральный логарифм комплексного числа.;IMLN;;;
IMLOG10;Returns the base-10 logarithm of a complex number;МНИМ.LOG10;Возвращает десятичный логарифм комплексного числа.;IMLOG10;;;
IMLOG2;Returns the base-2 logarithm of a complex number;МНИМ.LOG2;Возвращает двоичный логарифм комплексного числа.;IMLOG2;;;
IMPOWER;Returns a complex number raised to an integer power;МНИМ.СТЕПЕНЬ;Возвращает комплексное число, возведенное в степень с целочисленным показателем.;IMPOWER;;;
IMPRODUCT;Returns the product of from 2 to 255 complex numbers;МНИМ.ПРОИЗВЕД;Возвращает произведение от 2 до 255 комплексных чисел.;IMPRODUCT;;;
IMREAL;Returns the real coefficient of a complex number;МНИМ.ВЕЩ;Возвращает коэффициент при вещественной (действительной) части комплексного числа.;IMREAL;;;
IMSEC;Returns the secant of a complex number;МНИМ.SEC;Возвращает секанс комплексного числа.;IMSEC;;;
IMSECH;Returns the hyperbolic secant of a complex number;МНИМ.SECH;Возвращает гиперболический секанс комплексного числа.;IMSECH;;;
IMSIN;Returns the sine of a complex number;МНИМ.SIN;Возвращает синус комплексного числа.;IMSIN;;;
IMSINH;Returns the hyperbolic sine of a complex number;МНИМ.SINH;Возвращает гиперболический синус комплексного числа.;IMSINH;;;
IMSQRT;Returns the square root of a complex number;МНИМ.КОРЕНЬ;Возвращает значение квадратного корня из комплексного числа.;IMSQRT;;;
IMSUB;Returns the difference between two complex numbers;МНИМ.РАЗН;Возвращает разность двух комплексных чисел.;IMSUB;;;
IMSUM;Returns the sum of complex numbers;МНИМ.СУММ;Возвращает сумму комплексных чисел.;IMSUM;;;
IMTAN;Returns the tangent of a complex number;МНИМ.TAN;Возвращает тангенс комплексного числа.;IMTAN;;;
INDEX;Uses an index to choose a value from a reference or array;ИНДЕКС;Использует индекс для выбора значения из ссылки или массива.;INDEX;;;
INDIRECT;Returns a reference indicated by a text value;ДВССЫЛ;Возвращает ссылку, заданную текстовым значением.;;;;
INFO;Returns information about the current operating environment Note: This function is not available in Excel Online.;ИНФОРМ;Возвращает сведения о текущей операционной среде. Примечание. Эта функция недоступна в Excel Online.;;;;
INT;Rounds a number down to the nearest integer;ЦЕЛОЕ;Округляет число до ближайшего меньшего целого.;INT;;;
INTERCEPT;Returns the intercept of the linear regression line;ОТРЕЗОК;Возвращает отрезок, отсекаемый на оси линией линейной регрессии.;INTERCEPT;;;
INTRATE;Returns the interest rate for a fully invested security;ИНОРМА;Возвращает процентную ставку для полностью инвестированных ценных бумаг.;;;;
IPMT;Returns the interest payment for an investment for a given period;ПРПЛТ;Возвращает проценты по вкладу за данный период.;;;;
IRR;Returns the internal rate of return for a series of cash flows;ВСД;Возвращает внутреннюю ставку доходности для ряда потоков денежных средств.;;;;
ISBLANK;Returns TRUE if the value is blank;ЕПУСТО;Возвращает значение ИСТИНА, если аргумент является ссылкой на пустую ячейку.;ISBLANK;;;
ISERR;Returns TRUE if the value is any error value except #N/A;ЕОШ;Возвращает значение ИСТИНА, если аргумент ссылается на любое значение ошибки, кроме #Н/Д.;ISERR;;;
ISERROR;Returns TRUE if the value is any error value;ЕОШИБКА;Возвращает значение ИСТИНА, если аргумент ссылается на любое значение ошибки.;ISERROR;;;
ISEVEN;Returns TRUE if the number is even;ЕЧЁТН;Возвращает значение ИСТИНА, если значение аргумента является четным числом.;ISEVEN;;;
ISFORMULA;Returns TRUE if there is a reference to a cell that contains a formula;ЕФОРМУЛА;Возвращает значение ИСТИНА, если имеется ссылка на ячейку с формулой.;;;;
ISLOGICAL;Returns TRUE if the value is a logical value;ЕЛОГИЧ;Возвращает значение ИСТИНА, если аргумент ссылается на логическое значение.;ISLOGICAL;;;
ISNA;Returns TRUE if the value is the #N/A error value;ЕНД;Возвращает значение ИСТИНА, если аргумент ссылается на значение ошибки #Н/Д.;ISNA;;;
ISNONTEXT;Returns TRUE if the value is not text;ЕНЕТЕКСТ;Возвращает значение ИСТИНА, если значение аргумента не является текстом.;ISNONTEXT;;;
ISNUMBER;Returns TRUE if the value is a number;ЕЧИСЛО;Возвращает значение ИСТИНА, если аргумент ссылается на число.;ISNUMBER;;;
ISO.CEILING;Returns a number that is rounded up to the nearest integer or to the nearest multiple of significance;ISO.ОКРВВЕРХ;Округляет число в большую сторону до ближайшего целого или кратного.;ISO.CEILING;;;
ISODD;Returns TRUE if the number is odd;ЕНЕЧЁТ;Возвращает значение ИСТИНА, если значение аргумента является нечетным числом.;;;;
ISOWEEKNUM;Returns the number of the ISO week number of the year for a given date;НОМНЕДЕЛИ.ISO;Возвращает номер недели по ISO для заданной даты.;ISOWEEKNUM;;;
ISPMT;Calculates the interest paid during a specific period of an investment;ПРОЦПЛАТ;Вычисляет выплаты за указанный период инвестиции.;;;;
ISREF;Returns TRUE if the value is a reference;ЕССЫЛКА;Возвращает значение ИСТИНА, если значение аргумента является ссылкой.;ISREF;;;
ISTEXT;Returns TRUE if the value is text;ЕТЕКСТ;Возвращает значение ИСТИНА, если значение аргумента является текстом.;ISTEXT,;;;
KURT;Returns the kurtosis of a data set;ЭКСЦЕСС;Возвращает эксцесс множества данных.;KURT;;;
LARGE;Returns the k-th largest value in a data set;НАИБОЛЬШИЙ;Возвращает k-ое наибольшее значение в множестве данных.;;;;
LCM;Returns the least common multiple;НОК;Возвращает наименьшее общее кратное.;LCM;;;
LEFT, LEFTBs;Returns the leftmost characters from a text value;ЛЕВСИМВ, ЛЕВБ;Возвращают крайние слева знаки текстового значения.;LEFT, LEFTB;;;
LEN, LENBs;Returns the number of characters in a text string;ДЛСТР, ДЛИНБ;Возвращают количество знаков в текстовой строке.;;;;
LINEST;Returns the parameters of a linear trend;ЛИНЕЙН;Возвращает параметры линейного тренда.;;;;
LN;Returns the natural logarithm of a number;LN;Возвращает натуральный логарифм числа.;LN;;;
LOG;Returns the logarithm of a number to a specified base;LOG;Возвращает логарифм числа по заданному основанию.;LOG;;;
LOG10;Returns the base-10 logarithm of a number;LOG10;Возвращает десятичный логарифм числа.;LOG10;;;
LOGEST;Returns the parameters of an exponential trend;ЛГРФПРИБЛ;Возвращает параметры экспоненциального тренда.;;;;
LOGINV;Returns the inverse of the lognormal cumulative distribution function;ЛОГНОРМОБР;Возвращает обратное значение интегрального логарифмического нормального распределения.;;;;
LOGNORM.DIST;Returns the cumulative lognormal distribution;ЛОГНОРМ.РАСП;Возвращает интегральное логарифмическое нормальное распределение.;LOGNORM.DIST;;;
LOGNORM.INV;Returns the inverse of the lognormal cumulative distribution;ЛОГНОРМ.ОБР;Возвращает обратное значение интегрального логарифмического нормального распределения.;LOGNORM.INV;;;
LOGNORMDIST;Returns the cumulative lognormal distribution;ЛОГНОРМРАСП;Возвращает интегральное логарифмическое нормальное распределение.;;;;
LOOKUP;Looks up values in a vector or array;ПРОСМОТР;Ищет значения в векторе или массиве.;;;;
LOWER;Converts text to lowercase;СТРОЧН;Преобразует все буквы текста в строчные.;LOWER;;;
MATCH;Looks up values in a reference or array;ПОИСКПОЗ;Ищет значения в ссылке или массиве.;;;;
MAX;Returns the maximum value in a list of arguments;МАКС;Возвращает наибольшее значение в списке аргументов.;;;;
MAXA;Returns the maximum value in a list of arguments, including numbers, text, and logical values;МАКСА;Возвращает наибольшее значение в списке аргументов, включая числа, текст и логические значения.;;;;
MAXIFS;Returns the maximum value among cells specified by a given set of conditions or criteria;МАКСЕСЛИ;Возвращает максимальное значение из заданных определенными условиями или критериями ячеек.;;;;
MDETERM;Returns the matrix determinant of an array;МОПРЕД;Возвращает определитель матрицы массива.;MDETERM;;;
MDURATION;Returns the Macauley modified duration for a security with an assumed par value of $100;МДЛИТ;Возвращает модифицированную продолжительность Маколея для ценных бумаг с предполагаемой номинальной стоимостью 100 рублей.;;;;
MEDIAN;Returns the median of the given numbers;МЕДИАНА;Возвращает медиану заданных чисел.;;;;
MID, MIDBs;Returns a specific number of characters from a text string starting at the position you specify;ПСТР, ПСТРБ;Возвращают заданное число знаков из строки текста, начиная с указанной позиции.;MID, MIDB;;;
MIN;Returns the minimum value in a list of arguments;МИН;Возвращает наименьшее значение в списке аргументов.;;;;
MINA;Returns the smallest value in a list of arguments, including numbers, text, and logical values;МИНА;Возвращает наименьшее значение в списке аргументов, включая числа, текст и логические значения.;;;;
MINIFS;Returns the minimum value among cells specified by a given set of conditions or criteria.;МИНЕСЛИ;Возвращает минимальное значение из заданных определенными условиями или критериями ячеек.;;;;
MINUTE;Converts a serial number to a minute;МИНУТЫ;Преобразует дату в числовом формате в минуты.;MINUTE;;;
MINVERSE;Returns the matrix inverse of an array;МОБР;Возвращает обратную матрицу массива.;;;;
MIRR;Returns the internal rate of return where positive and negative cash flows are financed at different rates;МВСД;Возвращает внутреннюю ставку доходности, при которой положительные и отрицательные денежные потоки имеют разные значения ставки.;;;;
MMULT;Returns the matrix product of two arrays;МУМНОЖ;Возвращает матричное произведение двух массивов.;MMULT;;;
MOD;Returns the remainder from division;ОСТАТ;Возвращает остаток от деления.;MOD;;;
MODE;Returns the most common value in a data set;МОДА;Возвращает значение моды набора данных.;;;;
MODE.MULT;Returns a vertical array of the most frequently occurring, or repetitive values in an array or range of data;МОДА.НСК;Возвращает вертикальный массив наиболее часто встречающихся или повторяющихся значений в массиве или диапазоне данных.;;;;
MODE.SNGL;Returns the most common value in a data set;МОДА.ОДН;Возвращает значение моды набора данных.;;;;
MONTH;Converts a serial number to a month;МЕСЯЦ;Преобразует дату в числовом формате в месяцы.;MONTH;;;
MROUND;Returns a number rounded to the desired multiple;ОКРУГЛТ;Возвращает число, округленное с требуемой точностью.;MROUND;;;
MULTINOMIAL;Returns the multinomial of a set of numbers;МУЛЬТИНОМ;Возвращает мультиномиальный коэффициент множества чисел.;MULTINOMIAL;;;
MUNIT;Returns the unit matrix or the specified dimension;МЕДИН;Возвращает матрицу единицы или заданный размер.;MUNIT;;;
N;Returns a value converted to a number;Ч;Возвращает значение, преобразованное в число.;N;;;
NA;Returns the error value #N/A;НД;Возвращает значение ошибки #Н/Д.;NA;;;
NEGBINOM.DIST;Returns the negative binomial distribution;ОТРБИНОМ.РАСП;Возвращает отрицательное биномиальное распределение.;NEGBINOM.DIST;;;
NEGBINOMDIST;Returns the negative binomial distribution;ОТРБИНОМРАСП;Возвращает отрицательное биномиальное распределение.;;;;
NETWORKDAYS;Returns the number of whole workdays between two dates;ЧИСТРАБДНИ;Возвращает количество полных рабочих дней между двумя датами.;NETWORKDAYS;;;
NETWORKDAYS.INTL;Returns the number of whole workdays between two dates using parameters to indicate which and how many days are weekend days;ЧИСТРАБДНИ.МЕЖД;Возвращает количество полных рабочих дней в интервале между двумя датами, руководствуясь параметрами, указывающими выходные дни и их количество.;NETWORKDAYS.INTL;;;
NOMINAL;Returns the annual nominal interest rate;НОМИНАЛ;Возвращает номинальную годовую процентную ставку.;;;;
NORM.DIST;Returns the normal cumulative distribution;НОРМ.РАСП;Возвращает нормальное интегральное распределение.;NORM.DIST;;;
NORM.INV;Returns the inverse of the normal cumulative distribution;НОРМ.ОБР;Возвращает обратное значение нормального интегрального распределения.;NORM.INV;;;
NORM.S.DIST;Returns the standard normal cumulative distribution;НОРМ.СТ.РАСП;Возвращает стандартное нормальное интегральное распределение.;NORM.S.DIST;;;
NORM.S.INV;Returns the inverse of the standard normal cumulative distribution;НОРМ.СТ.ОБР;Возвращает обратное значение стандартного нормального интегрального распределения.;NORM.S.INV;;;
NORMDIST;Returns the normal cumulative distribution;НОРМРАСП;Возвращает нормальное интегральное распределение.;;;;
NORMINV;Returns the inverse of the normal cumulative distribution;НОРМОБР;Возвращает обратное значение нормального интегрального распределения.;;;;
NORMSDIST;Returns the standard normal cumulative distribution;НОРМСТРАСП;Возвращает стандартное нормальное интегральное распределение.;;;;
NORMSINV;Returns the inverse of the standard normal cumulative distribution;НОРМСТОБР;Возвращает обратное значение стандартного нормального интегрального распределения.;;;;
NOT;Reverses the logic of its argument;НЕ;Меняет логическое значение своего аргумента на противоположное.;NOT;;;
NOW;Returns the serial number of the current date and time;ТДАТА;Возвращает текущую дату и время в числовом формате.;NOW;;;
NPER;Returns the number of periods for an investment;КПЕР;Возвращает общее количество периодов выплаты для инвестиции.;;;;
NPV;Returns the net present value of an investment based on a series of periodic cash flows and a discount rate;ЧПС;Возвращает чистую приведенную стоимость инвестиции, основанной на серии периодических денежных потоков и ставке дисконтирования.;;;;
NUMBERVALUE;Converts text to number in a locale-independent manner;ЧЗНАЧ;Преобразует текст в число независимо от языкового стандарта.;NUMBERVALUE;;;
OCT2BIN;Converts an octal number to binary;ВОСЬМ.В.ДВ;Преобразует восьмеричное число в двоичное.;OCT2BIN;;;
OCT2DEC;Converts an octal number to decimal;ВОСЬМ.В.ДЕС;Преобразует восьмеричное число в десятичное.;OCT2DEC;;;
OCT2HEX;Converts an octal number to hexadecimal;ВОСЬМ.В.ШЕСТН;Преобразует восьмеричное число в шестнадцатеричное.;OCT2HEX;;;
ODD;Rounds a number up to the nearest odd integer;НЕЧЁТ;Округляет число до ближайшего нечетного целого.;ODD;;;
ODDFPRICE;Returns the price per $100 face value of a security with an odd first period;ЦЕНАПЕРВНЕРЕГ;Возвращает цену за 100 рублей номинальной стоимости ценных бумаг с нерегулярным (коротким или длинным) первым периодом купона.;;;;
ODDFYIELD;Returns the yield of a security with an odd first period;ДОХОДПЕРВНЕРЕГ;Возвращает доход по ценным бумагам с нерегулярным (коротким или длинным) первым периодом купона.;;;;
ODDLPRICE;Returns the price per $100 face value of a security with an odd last period;ЦЕНАПОСЛНЕРЕГ;Возвращает цену за 100 рублей номинальной стоимости ценных бумаг с нерегулярным (коротким или длинным) последним периодом купона.;;;;
ODDLYIELD;Returns the yield of a security with an odd last period;ДОХОДПОСЛНЕРЕГ;Возвращает доход по ценным бумагам с нерегулярным (коротким или длинным) последним периодом купона.;;;;
OFFSET;Returns a reference offset from a given reference;СМЕЩ;Возвращает смещение ссылки относительно заданной ссылки.;;;;
OR;Returns TRUE if any argument is TRUE;ИЛИ;Возвращает значение ИСТИНА, если хотя бы один аргумент имеет значение ИСТИНА.;OR;;;
PDURATION;Returns the number of periods required by an investment to reach a specified value;ПДЛИТ;Возвращает количество периодов, необходимых инвестиции для достижения заданного значения.;;;;
PEARSON;Returns the Pearson product moment correlation coefficient;ПИРСОН;Возвращает коэффициент корреляции Пирсона.;;;;
PERCENTILE;Returns the k-th percentile of values in a range;ПЕРСЕНТИЛЬ;Возвращает k-ю процентиль для значений диапазона.;;;;
PERCENTILE.EXC;Returns the k-th percentile of values in a range, where k is in the range 0..1, exclusive;ПРОЦЕНТИЛЬ.ИСКЛ;Возвращает k-ю процентиль значений в диапазоне, где k может принимать значения от 0 до 1, исключая границы.;;;;
PERCENTILE.INC;Returns the k-th percentile of values in a range;ПРОЦЕНТИЛЬ.ВКЛ;Возвращает k-ю процентиль для значений диапазона.;;;;
PERCENTRANK;Returns the percentage rank of a value in a data set;ПРОЦЕНТРАНГ;Возвращает процентную норму значения в наборе данных.;;;;
PERCENTRANK.EXC;Returns the rank of a value in a data set as a percentage (0..1, exclusive) of the data set;ПРОЦЕНТРАНГ.ИСКЛ;Возвращает ранг значения в наборе данных как процентную долю набора (от 0 до 1, исключая границы).;;;;
PERCENTRANK.INC;Returns the percentage rank of a value in a data set;ПРОЦЕНТРАНГ.ВКЛ;Возвращает процентную норму значения в наборе данных.;;;;
PERMUT;Returns the number of permutations for a given number of objects;ПЕРЕСТ;Возвращает количество перестановок для заданного числа объектов.;;;;
PERMUTATIONA;Returns the number of permutations for a given number of objects (with repetitions) that can be selected from the total objects;ПЕРЕСТА;Возвращает количество перестановок для заданного числа объектов (с повторами), которые можно выбрать из общего числа объектов.;;;;
PHI;Returns the value of the density function for a standard normal distribution;ФИ;Возвращает значение функции плотности для стандартного нормального распределения.;PHI;;;
PHONETIC;Extracts the phonetic (furigana) characters from a text string;PHONETIC;Извлекает фонетические (фуригана) знаки из текстовой строки.;;;;
PI;Returns the value of pi;ПИ;Возвращает число пи.;PI;;;
PMT;Returns the periodic payment for an annuity;ПЛТ;Возвращает регулярный платеж годичной ренты.;;;;
POISSON;Returns the Poisson distribution;ПУАССОН;Возвращает распределение Пуассона.;;;;
POISSON.DIST;Returns the Poisson distribution;ПУАССОН.РАСП;Возвращает распределение Пуассона.;POISSON.DIST;;;
POWER;Returns the result of a number raised to a power;СТЕПЕНЬ;Возвращает результат возведения числа в степень.;POWER;;;
PPMT;Returns the payment on the principal for an investment for a given period;ОСПЛТ;Возвращает платеж с основного вложенного капитала за данный период.;;;;
PRICE;Returns the price per $100 face value of a security that pays periodic interest;ЦЕНА;Возвращает цену за 100 рублей номинальной стоимости ценных бумаг, по которым выплачивается периодический процент.;;;;
PRICEDISC;Returns the price per $100 face value of a discounted security;ЦЕНАСКИДКА;Возвращает цену за 100 рублей номинальной стоимости ценных бумаг, на которые сделана скидка.;;;;
PRICEMAT;Returns the price per $100 face value of a security that pays interest at maturity;ЦЕНАПОГАШ;Возвращает цену за 100 рублей номинальной стоимости ценных бумаг, по которым процент выплачивается в срок погашения.;;;;
PROB;Returns the probability that values in a range are between two limits;ВЕРОЯТНОСТЬ;Возвращает вероятность того, что значение из диапазона находится внутри заданных пределов.;;;;
PRODUCT;Multiplies its arguments;ПРОИЗВЕД;Возвращает произведение аргументов.;PRODUCT;;;
PROPER;Capitalizes the first letter in each word of a text value;ПРОПНАЧ;Преобразует первую букву в каждом слове текста в прописную.;PROPER;;;
PV;Returns the present value of an investment;ПС;Возвращает приведенную (к текущему моменту) стоимость инвестиции.;;;;
QUARTILE;Returns the quartile of a data set;КВАРТИЛЬ;Возвращает квартиль набора данных.;QUOTIENT;;;
QUARTILE.EXC;Returns the quartile of the data set, based on percentile values from 0..1, exclusive;КВАРТИЛЬ.ИСКЛ;Возвращает квартиль набора данных на основе значений процентили из диапазона от 0 до 1, исключая границы.;;;;
QUARTILE.INC;Returns the quartile of a data set;КВАРТИЛЬ.ВКЛ;Возвращает квартиль набора данных.;;;;
QUOTIENT;Returns the integer portion of a division;ЧАСТНОЕ;Возвращает целую часть частного при делении.;;;;
RADIANS;Converts degrees to radians;РАДИАНЫ;Преобразует градусы в радианы.;RADIANS;;;
RAND;Returns a random number between 0 and 1;СЛЧИС;Возвращает случайное число в интервале от 0 до 1.;RAND;;;
RANDBETWEEN;Returns a random number between the numbers you specify;СЛУЧМЕЖДУ;Возвращает случайное число в интервале между двумя заданными числами.;RANDBETWEEN;;;
RANK;Returns the rank of a number in a list of numbers;РАНГ;Возвращает ранг числа в списке чисел.;;;;
RANK.AVG;Returns the rank of a number in a list of numbers;РАНГ.СР;Возвращает ранг числа в списке чисел.;;;;
RANK.EQ;Returns the rank of a number in a list of numbers;РАНГ.РВ;Возвращает ранг числа в списке чисел.;;;;
RATE;Returns the interest rate per period of an annuity;СТАВКА;Возвращает процентную ставку по аннуитету за один период.;;;;
RECEIVED;Returns the amount received at maturity for a fully invested security;ПОЛУЧЕНО;Возвращает сумму, полученную к сроку погашения полностью инвестированных ценных бумаг.;;;;
REGISTER.ID;Returns the register ID of the specified dynamic link library (DLL) or code resource that has been previously registered;РЕГИСТРАТОР.ИД;Возвращает регистрационный идентификатор для указанной динамически связываемой библиотеки или ранее зарегистрированного программного ресурса.;;;;
REPLACE, REPLACEBs;Replaces characters within text;ЗАМЕНИТЬ, ЗАМЕНИТЬБ;Заменяют знаки в тексте.;REPLACE, REPLACEB;;;
REPT;Repeats text a given number of times;ПОВТОР;Повторяет текст заданное число раз.;REPT;;;
RIGHT, RIGHTBs;Returns the rightmost characters from a text value;ПРАВСИМВ, ПРАВБ;Возвращают крайние справа знаки текстовой строки.;RIGHT, RIGHTB;;;
ROMAN;Converts an Arabic numeral to Roman, as text;РИМСКОЕ;Преобразует арабские числа в римские в виде текста.;ROMAN;;;
ROUND;Rounds a number to a specified number of digits;ОКРУГЛ;Округляет число до указанного количества десятичных разрядов.;ROUND;;;
ROUNDDOWN;Rounds a number down, toward zero;ОКРУГЛВНИЗ;Округляет число до ближайшего меньшего по модулю значения.;ROUNDDOWN;;;
ROUNDUP;Rounds a number up, away from zero;ОКРУГЛВВЕРХ;Округляет число до ближайшего большего по модулю значения.;ROUNDUP;;;
ROW;Returns the row number of a reference;СТРОКА;Возвращает номер строки, определяемой ссылкой.;ROW;;;
ROWS;Returns the number of rows in a reference;ЧСТРОК;Возвращает количество строк в ссылке.;ROWS;;;
RRI;Returns an equivalent interest rate for the growth of an investment;ЭКВ.СТАВКА;Возвращает эквивалентную процентную ставку для роста инвестиции.;;;;
RSQ;Returns the square of the Pearson product moment correlation coefficient;КВПИРСОН;Возвращает квадрат коэффициента корреляции Пирсона.;;;;
RTD;Retrieves real-time data from a program that supports COM automation;ДРВ;Получает данные реального времени из программы, поддерживающей автоматизацию COM.;;;;
SEARCH, SEARCHBs;Finds one text value within another (not case-sensitive);ПОИСК, ПОИСКБ;Ищут вхождения одного текстового значения в другом (без учета регистра).;SEARCH, SEARCHB;;;
SEC;Returns the secant of an angle;SEC;Возвращает секанс угла.;SEC;;;
SECH;Returns the hyperbolic secant of an angle;SECH;Возвращает гиперболический секанс угла.;SECH;;;
SECOND;Converts a serial number to a second;СЕКУНДЫ;Преобразует дату в числовом формате в секунды.;SECOND;;;
SERIESSUM;Returns the sum of a power series based on the formula;РЯД.СУММ;Возвращает сумму степенного ряда, вычисленную по формуле.;SERIESSUM;;;
SHEET;Returns the sheet number of the referenced sheet;ЛИСТ;Возвращает номер листа, на который имеется ссылка.;;;;
SHEETS;Returns the number of sheets in a reference;ЛИСТЫ;Возвращает количество листов в ссылке.;;;;
SIGN;Returns the sign of a number;ЗНАК;Возвращает знак числа.;SIGN;;;
SIN;Returns the sine of the given angle;SIN;Возвращает синус заданного угла.;SIN;;;
SINH;Returns the hyperbolic sine of a number;SINH;Возвращает гиперболический синус числа.;SINH;;;
SKEW;Returns the skewness of a distribution;СКОС;Возвращает асимметрию распределения.;;;;
SKEW.P;Returns the skewness of a distribution based on a population: a characterization of the degree of asymmetry of a distribution around its mean;СКОС.Г;Возвращает асимметрию распределения на основе заполнения: характеристика степени асимметрии распределения относительно его среднего.;;;;
SLN;Returns the straight-line depreciation of an asset for one period;АПЛ;Возвращает величину амортизации актива за один период, рассчитанную линейным методом.;;;;
SLOPE;Returns the slope of the linear regression line;НАКЛОН;Возвращает наклон линии линейной регрессии.;;;;
SMALL;Returns the k-th smallest value in a data set;НАИМЕНЬШИЙ;Возвращает k-ое наименьшее значение в множестве данных.;;;;
